temperature,topic,source,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,model_id
0.3,Neighbor asks you to keep a strange secret.,google,0.6634308504412711,"[0.07779273986816407, 0.6748522803896949, 0.81689453125, 0.5775311787923177, 0.6979948425292969, 1.310089111328125, 0.28288196382068453, 0.3744419642857143, 0.8533845789292279, 0.5175514221191406, 1.0471830822172619, 0.730572509765625]","[-62.83130645751953, -43.81120681762695, -31.629150390625, -49.17424011230469, -57.85927200317383, -27.98095703125, -52.240203857421875, -59.42919921875, -48.169464111328125, -38.16058349609375, -45.6005859375, -31.002655029296875]","[-64.77612495422363, -57.98310470581055, -47.150146484375, -63.03498840332031, -75.30914306640625, -48.9423828125, -58.18072509765625, -67.29248046875, -62.677001953125, -46.44140625, -67.5914306640625, -41.96124267578125]",allenai/OLMo-2-1124-13B
0.3,You overhear a conversation not meant for you.,google,0.9444455717105352,"[0.22342987060546876, 0.6295166015625, 0.8161250523158482, 1.151009671828326, 1.2480301666259765, 0.7158349609375, 1.1752395629882812, 1.214850616455078, 0.8113290887129935, 1.1743194943382627, 1.229216202445652]","[-58.2462158203125, -41.75244140625, -46.59339904785156, -43.53520679473877, -45.291311264038086, -48.27392578125, -46.1756591796875, -41.87836837768555, -28.7135009765625, -36.68837356567383, -47.6220703125]","[-62.714813232421875, -56.86083984375, -63.732025146484375, -63.10237121582031, -76.4920654296875, -66.1697998046875, -64.9794921875, -72.2496337890625, -44.128753662109375, -61.349082946777344, -75.89404296875]",allenai/OLMo-2-1124-13B
0.3,Unexpected letter arrives with no return address or name.,google,0.7377584856780984,"[0.3106173409356011, 0.7636428106398809, 0.35013427734375, 0.4535514429995888, 0.9802890353732638, 0.7185999552408854, 1.3248825073242188, 1.2883201599121095, 0.7770004272460938, 0.8970445550006368, 0.18762450218200682, 0.8013948139391447]","[-52.866912841796875, -51.6968994140625, -44.405029296875, -40.2392578125, -49.18170166015625, -40.0023193359375, -42.791015625, -58.07493591308594, -35.5518798828125, -44.98284912109375, -42.17286825180054, -44.03619384765625]","[-58.458024978637695, -67.7333984375, -51.40771484375, -48.85673522949219, -66.826904296875, -57.24871826171875, -63.9891357421875, -83.84133911132812, -47.98388671875, -65.6148738861084, -45.925358295440674, -59.2626953125]",allenai/OLMo-2-1124-13B
0.3,A chance meeting changes your entire daily routine.,google,0.7909705820421399,"[0.16149193899972097, 0.13975016276041666, 0.8216453552246094, 1.197568359375, 1.0746998506433822, 1.049290707236842, 0.1523590087890625, 1.5803508758544922, 1.091796875, 0.671875, 0.8487615170686141, 0.7020573335535386]","[-77.85198974609375, -44.12310791015625, -68.24838256835938, -51.723388671875, -39.5133056640625, -58.5712890625, -53.84625244140625, -27.555084228515625, -38.88427734375, -44.3828125, -57.494598388671875, -39.883384704589844]","[-82.37376403808594, -47.057861328125, -92.89774322509766, -81.66259765625, -57.783203125, -78.5078125, -56.8934326171875, -52.8406982421875, -60.72021484375, -58.4921875, -77.01611328125, -51.818359375]",allenai/OLMo-2-1124-13B
0.3,You help a stranger and they never say thanks.,google,1.1220414579549907,"[0.2649054276315789, 2.49483642578125, 1.7286480797661676, 0.6966219815340909, 0.9727157592773438, 1.5799396514892579, 0.76572265625, 1.4247275904605263, 0.9223806481612357, 1.0807413736979166, 0.27653848557245164, 1.2567194158380681]","[-59.53955078125, -22.35235595703125, -29.916072845458984, -55.62744140625, -46.328643798828125, -27.248598098754883, -15.546875, -27.2734375, -46.98402976989746, -29.5113525390625, -53.537479400634766, -45.99700927734375]","[-64.57275390625, -59.77490234375, -61.03173828125, -70.953125, -65.782958984375, -50.94769287109375, -27.03271484375, -54.34326171875, -64.50926208496094, -45.72247314453125, -59.34478759765625, -73.64483642578125]",allenai/OLMo-2-1124-13B
0.3,Lost phone reveals someone’s hidden double life.,google,0.82625105673061,"[0.09050966563977693, 0.7818603515625, 0.8214064146343031, 0.1343109231246145, 1.1806591796875, 1.1765906524658203, 0.9622214988425926, 0.6846001666525136, 0.9857308864593506, 0.6114029884338379, 1.122377668108259, 1.36334228515625]","[-49.06306743621826, -47.9871826171875, -43.12051200866699, -64.32964420318604, -63.796875, -51.18143272399902, -56.107421875, -58.10404968261719, -38.86785697937012, -34.30379676818848, -60.36358642578125, -41.1644287109375]","[-50.78275108337402, -66.7518310546875, -58.72723388671875, -66.88155174255371, -93.3133544921875, -80.59619903564453, -82.08740234375, -73.849853515625, -62.52539825439453, -46.531856536865234, -91.7901611328125, -67.06793212890625]",allenai/OLMo-2-1124-13B
0.3,You see someone you know pretending not to notice.,google,0.8259525312573274,"[0.04104275173611111, 0.8133138020833334, 0.7298597856001421, 1.2906076531661184, 1.1993954976399739, 0.9625946973499498, 0.8535937259071752, 0.5583805640538534, 0.7355637323288691, 0.9465087890625, 0.8623385959201388, 0.9182307802397629]","[-65.3330078125, -49.981201171875, -32.322357177734375, -37.44512939453125, -57.793949127197266, -41.947742223739624, -37.57261276245117, -65.6875352859497, -51.23388671875, -45.96337890625, -41.4119873046875, -50.174560546875]","[-66.07177734375, -67.060791015625, -48.3792724609375, -61.9666748046875, -90.17762756347656, -60.23704147338867, -53.7908935546875, -79.08866882324219, -66.68072509765625, -64.8935546875, -56.93408203125, -76.80325317382812]",allenai/OLMo-2-1124-13B
0.3,Childhood home is up for sale again.,google,0.6619305926145055,"[-0.08565719039351852, 0.30851158728966344, 0.8555710757220233, 0.8031588467684659, 0.7044334411621094, 0.7295976118607954, 1.0546015986689814, 0.6750759504459523, 0.7471989949544271, 0.9011908637152778, 0.6389261881510416, 0.6105581430288461]","[-68.364013671875, -52.42779541015625, -72.43928813934326, -40.228973388671875, -44.365447998046875, -57.0948486328125, -43.40087890625, -46.70758068561554, -60.03849792480469, -41.783447265625, -54.344696044921875, -53.787353515625]","[-66.05126953125, -60.4490966796875, -95.53970718383789, -57.898468017578125, -61.2718505859375, -73.14599609375, -71.8751220703125, -64.93463134765625, -82.4544677734375, -58.0048828125, -71.595703125, -69.661865234375]",allenai/OLMo-2-1124-13B
0.35,Old friend calls after twenty years of silence.,google,0.8502695150592728,"[0.07392374674479167, 0.4123469761439732, 0.9224477914663461, 1.1337384033203124, 0.94677734375, 0.8006184895833334, 1.163815180460612, 0.6604359944661459, 0.9398716517857143, 1.7330361366271974, 1.1426323784722223, 0.273590087890625]","[-97.52398681640625, -52.70526123046875, -46.6630859375, -51.988067626953125, -46.150390625, -60.228515625, -39.53633117675781, -43.0953369140625, -52.2080078125, -41.270307540893555, -34.2978515625, -55.645751953125]","[-99.51992797851562, -64.2509765625, -70.646728515625, -80.33152770996094, -65.0859375, -84.2470703125, -67.4678955078125, -58.94580078125, -71.9453125, -75.9310302734375, -54.865234375, -62.2119140625]",allenai/OLMo-2-1124-13B
0.35,You find someone’s wallet and recognize the photo inside.,google,0.8180148145313493,"[-0.033495211601257326, 1.0307445526123047, 1.4011686988498853, 0.5409088134765625, 0.47690894685942553, 0.70238037109375, 0.6200918981007167, 0.9608349366621538, 1.3526369730631511, 0.8099365234375, 1.1360464572906495]","[-69.20868277549744, -35.759620666503906, -41.74018955230713, -44.085205078125, -50.7042932510376, -38.59130859375, -92.2875747680664, -45.16061973571777, -50.492950439453125, -49.4661865234375, -36.17003154754639]","[-68.53877854347229, -56.37451171875, -73.96706962585449, -57.0670166015625, -64.53465270996094, -52.638916015625, -127.01272106170654, -66.29898834228516, -82.95623779296875, -65.6649169921875, -58.890960693359375]",allenai/OLMo-2-1124-13B
0.35,Neighbor asks you to keep a strange secret.,google,0.7177168999108751,"[0.19264301300048828, -0.5859635083571725, 1.2660160771122686, 0.35438292367117746, 0.898375914647029, 0.82025146484375, 0.8240079012784091, 0.6070149739583334, 0.8410056785300926, 0.7188283016807154, 1.091875804098029, 0.8021133059547061, 1.499767848423549]","[-58.85922145843506, -88.11786532402039, -55.224609375, -62.5948486328125, -38.400038719177246, -51.73681640625, -39.709716796875, -47.2568359375, -55.65521240234375, -35.23633575439453, -47.10507535934448, -52.16971969604492, -26.391433715820312]","[-63.675296783447266, -74.64070463180542, -89.40704345703125, -72.51757049560547, -61.7578125, -69.7823486328125, -57.837890625, -58.18310546875, -78.36236572265625, -48.894073486328125, -67.85071563720703, -69.01409912109375, -47.38818359375]",allenai/OLMo-2-1124-13B
0.35,You overhear a conversation not meant for you.,google,0.7034585742644685,"[-0.1027490234375, 0.5888726370675224, 0.7093404134114584, 0.576656699180603, 0.8680748572716346, 0.5898570399130544, 0.9463330078125, 1.0801362537202381, 0.93856201171875, 0.7245094925165176, 0.818450927734375]","[-80.775634765625, -36.72663879394531, -60.781494140625, -39.15264320373535, -72.8040771484375, -85.70173645019531, -48.1727294921875, -52.894287109375, -44.195556640625, -68.53963422775269, -59.17189025878906]","[-78.2069091796875, -53.21507263183594, -77.8056640625, -48.379150390625, -95.3740234375, -103.9873046875, -71.8310546875, -75.5771484375, -62.966796875, -91.72393798828125, -77.99626159667969]",allenai/OLMo-2-1124-13B
0.35,Unexpected letter arrives with no return address or name.,google,0.7666162110097566,"[-0.04954338073730469, 0.8179796006944444, 0.5705032348632812, 0.651105839273204, 0.40379202365875244, 1.1823291778564453, 0.5044853687286377, 1.9728199351917615, 0.5457217567845395, 0.8764756146599265, 0.9571091501336348]","[-42.462615966796875, -45.9873046875, -31.42205810546875, -31.577902793884277, -36.77340793609619, -45.18052673339844, -103.72982263565063, -18.924957275390625, -45.29408264160156, -30.86431884765625, -36.46592712402344]","[-41.620378494262695, -60.7109375, -42.832122802734375, -46.55333709716797, -46.46441650390625, -68.82711029052734, -128.95409107208252, -40.6259765625, -55.66279602050781, -45.764404296875, -54.6510009765625]",allenai/OLMo-2-1124-13B
0.35,A chance meeting changes your entire daily routine.,google,0.896321186322006,"[-0.12497593806340145, 0.03405903003833912, 0.6854494535006009, 1.3128995028409092, 1.2051467895507812, 0.7548858642578125, 1.0642763035637992, 1.475799560546875, 1.0595843666478206, 1.4214282989501954, 0.9709798177083333]","[-65.451904296875, -72.36534881591797, -43.18507385253906, -61.79296875, -36.23847961425781, -32.37921142578125, -37.78078997135162, -30.8238525390625, -43.287818908691406, -40.848533630371094, -36.685302734375]","[-62.20252990722656, -73.28494262695312, -61.00675964355469, -90.6767578125, -62.751708984375, -47.4769287109375, -60.130592346191406, -54.4366455078125, -63.419921875, -69.277099609375, -51.25]",allenai/OLMo-2-1124-13B
0.35,You help a stranger and they never say thanks.,google,1.1715390177587925,"[0.13590923108552633, 1.9940016897101152, 0.7035747327302632, 1.0626336960565477, 1.8421154022216797, 0.6915721893310547, 1.5976155598958333, 1.1163718483664773, 1.1049219767252605, 1.7999711470170454, 0.7667965705578144, 1.2429841694078947]","[-56.123291015625, -40.465765953063965, -42.871337890625, -60.525146484375, -40.340919494628906, -40.84589385986328, -33.974853515625, -39.4095458984375, -35.99665832519531, -22.8233642578125, -63.5416522026062, -42.8994140625]","[-58.70556640625, -78.35179805755615, -56.2392578125, -82.8404541015625, -77.1832275390625, -54.677337646484375, -62.73193359375, -63.9697265625, -55.88525390625, -42.623046875, -83.47836303710938, -66.51611328125]",allenai/OLMo-2-1124-13B
0.35,Lost phone reveals someone’s hidden double life.,google,0.9272405836265756,"[0.2831028529575893, 1.1817578125, 0.5840919062776385, 0.7732567345654523, 1.0981069711538463, 1.063210707444411, 1.3550379136029411, 0.9062626979969166, 1.1682501898871527, 0.8593280498798077]","[-64.84288787841797, -53.9921875, -143.03960418701172, -70.85818910598755, -57.669921875, -118.59347534179688, -32.25146484375, -56.44389772415161, -41.72003173828125, -55.150146484375]","[-70.78804779052734, -83.5361328125, -173.99647521972656, -91.73612093925476, -86.220703125, -173.88043212890625, -55.287109375, -80.91299057006836, -62.74853515625, -77.49267578125]",allenai/OLMo-2-1124-13B
0.35,You see someone you know pretending not to notice.,google,0.7843592251324236,"[0.18972376773231908, 1.1780598958333333, 0.8170936902364095, 1.55482177734375, 1.0572102864583333, 0.48609508167613635, 0.9311203002929688, 0.4584757486979167, 0.8392262178308824, 0.8013556985294118, 0.8874080882352942, 0.21172014872233072]","[-71.9578857421875, -35.2568359375, -35.17862319946289, -43.24114990234375, -31.05224609375, -46.867919921875, -48.171783447265625, -51.3203125, -31.159912109375, -47.216796875, -33.9853515625, -35.3140869140625]","[-75.56263732910156, -56.4619140625, -54.78887176513672, -66.5634765625, -46.910400390625, -57.56201171875, -66.794189453125, -62.32373046875, -45.4267578125, -60.83984375, -49.0712890625, -39.12504959106445]",allenai/OLMo-2-1124-13B
0.35,Childhood home is up for sale again.,google,0.5770818407167365,"[-0.1983659863471985, 0.10196380615234375, 0.4567803955078125, 0.8008292061941964, 0.4105681464785621, 0.5417932581018519, 0.5192194292622228, 0.836755029086409, 0.8453661346435547, 1.227836277173913, 0.8051545516304348]","[-67.49030303955078, -59.984588623046875, -61.968017578125, -91.8873291015625, -98.56482315063477, -78.27886962890625, -71.2218246459961, -69.58782196044922, -59.82974433898926, -53.818359375, -55.3994140625]","[-63.52298331260681, -63.04350280761719, -73.38752746582031, -114.310546875, -115.80868530273438, -92.90728759765625, -87.317626953125, -93.85371780395508, -80.96389770507812, -82.05859375, -73.91796875]",allenai/OLMo-2-1124-13B
0.3999999999999999,Old friend calls after twenty years of silence.,google,0.7615675196381577,"[0.06252219460227272, 0.2014934221903483, 1.1756362915039062, 1.3487595778245192, 1.0853068033854167, 0.4148858111837636, 0.60882568359375, 0.9314313616071429, 0.4915859388268512, 0.8781352796052632, 0.6965736548105875, 1.4357953752790178, 0.5694263608832109]","[-86.93359375, -32.46829605102539, -43.77691650390625, -52.4459228515625, -46.052978515625, -51.86064147949219, -56.64678955078125, -50.7607421875, -51.01227951049805, -43.8525390625, -57.22968578338623, -31.98175048828125, -30.59981679916382]","[-88.30908203125, -37.30413818359375, -71.9921875, -87.513671875, -72.100341796875, -61.40301513671875, -74.302734375, -70.32080078125, -62.318756103515625, -60.537109375, -73.94745349884033, -62.133453369140625, -41.418917655944824]",allenai/OLMo-2-1124-13B
0.3999999999999999,You find someone’s wallet and recognize the photo inside.,google,0.7489410388579246,"[-0.0023337091718401226, 1.0453527541387648, 0.504190394752904, 0.8484657689144737, 0.659327392578125, 0.9211647727272727, 1.0853954114412006, 0.8946921608664773, 0.6831247806549072, 1.0053641682579404, 0.9118234734786185, 0.43072509765625]","[-72.5635735988617, -29.742599487304688, -32.74437999725342, -30.6485595703125, -41.48127746582031, -43.6220703125, -28.308395385742188, -33.23316955566406, -39.69587230682373, -25.049156665802002, -41.30078125, -39.927490234375]","[-72.51456570625305, -51.69500732421875, -42.323997497558594, -46.7694091796875, -57.96446228027344, -63.8876953125, -48.930908203125, -52.91639709472656, -53.358367919921875, -46.16180419921875, -58.62542724609375, -49.4034423828125]",allenai/OLMo-2-1124-13B
0.3999999999999999,Neighbor asks you to keep a strange secret.,google,0.7143384909537541,"[0.11302425986842106, 1.0308478860294117, 0.5364714122953869, 0.20514322916666666, 0.3072861035664876, 0.7363780628551136, 0.5808686755952381, 0.925855134662829, 0.5206743876139323, 1.9465144230769231, 0.9721037212171053, 0.6968945954975329]","[-59.087158203125, -37.3046875, -49.057830810546875, -41.0078125, -60.33945989608765, -44.192230224609375, -52.4560546875, -47.55718994140625, -61.271209716796875, -44.98828125, -45.65234375, -31.775848388671875]","[-61.234619140625, -54.8291015625, -60.32373046875, -44.0849609375, -68.63618469238281, -60.392547607421875, -64.654296875, -65.1484375, -73.76739501953125, -70.29296875, -64.122314453125, -45.016845703125]",allenai/OLMo-2-1124-13B
0.3999999999999999,You overhear a conversation not meant for you.,google,0.8861284166529017,"[-0.08197080172025241, 0.34795821340460525, 0.5526839036207932, 1.444487072172619, 1.135241056743421, 0.7820723684210527, 0.46344323591752484, 1.4844447544642858, 1.2123509457236843, 1.264118376232329, 0.8788488051470589, 1.149863069707697]","[-69.54861450195312, -45.29827880859375, -53.31024169921875, -45.259033203125, -37.095703125, -46.833984375, -46.3394889831543, -34.4482421875, -42.92626953125, -49.971527099609375, -35.4140625, -47.96817207336426]","[-67.41737365722656, -51.90948486328125, -67.68002319335938, -75.59326171875, -58.665283203125, -61.693359375, -56.535240173339844, -55.23046875, -65.9609375, -76.51801300048828, -50.3544921875, -73.2651596069336]",allenai/OLMo-2-1124-13B
0.3999999999999999,Unexpected letter arrives with no return address or name.,google,0.666281532396736,"[0.10498359680175781, 0.5501476469494048, 0.39262251420454547, 0.4384765625, 0.6336026509602865, 0.47447246975368923, 1.7559931695461273, 1.218963623046875, 0.41090175083705355, 0.9706365411931818, 0.3782963305711746]","[-62.05450439453125, -34.6436767578125, -58.18182373046875, -41.654296875, -65.56962585449219, -38.627220153808594, -29.366225004196167, -24.69677734375, -65.6021728515625, -41.98828125, -68.81944763660431]","[-64.6790943145752, -46.19677734375, -66.81951904296875, -49.9853515625, -84.57770538330078, -47.167724609375, -64.48608839511871, -44.2001953125, -77.107421875, -63.34228515625, -77.8985595703125]",allenai/OLMo-2-1124-13B
0.3999999999999999,A chance meeting changes your entire daily routine.,google,0.7990920125007773,"[0.064996337890625, 1.0145069469105115, 0.7024701436360677, 1.3168343603610992, 1.2515064586292615, 0.12842460300611414, 0.6052443981170654, 0.8425581701870622, 0.848046875, 0.9456037438434103, 0.7288222814861097, 0.8383854952725497, 1.1007963481702303]","[-52.9061279296875, -43.11907958984375, -56.766021728515625, -38.636850357055664, -56.044921875, -43.461273193359375, -48.175222396850586, -54.859392166137695, -48.005859375, -46.77363586425781, -40.52860879898071, -25.632484436035156, -40.918060302734375]","[-54.2060546875, -65.438232421875, -73.62530517578125, -80.77554988861084, -83.57806396484375, -46.4150390625, -62.701087951660156, -79.2935791015625, -69.20703125, -68.52252197265625, -54.3762321472168, -44.07696533203125, -61.83319091796875]",allenai/OLMo-2-1124-13B
0.3999999999999999,You help a stranger and they never say thanks.,google,1.0096179431485734,"[0.13590923108552633, 1.7170720781598772, 0.8835601806640625, 1.3452860514322917, 0.8593610127766927, 0.937289694081182, 1.48291015625, 1.1651553199404763, 0.505858648390997, 1.26640625, 1.0448837280273438, 0.7717229669744318]","[-56.123291015625, -35.31714630126953, -48.20008850097656, -40.88446044921875, -48.423095703125, -51.05787658691406, -32.89306640625, -46.37451171875, -47.914093017578125, -36.625, -35.2799072265625, -59.562744140625]","[-58.70556640625, -71.37565994262695, -68.52197265625, -65.099609375, -69.04776000976562, -72.61553955078125, -58.1025390625, -70.8427734375, -58.53712463378906, -49.2890625, -51.998046875, -76.5406494140625]",allenai/OLMo-2-1124-13B
0.3999999999999999,Lost phone reveals someone’s hidden double life.,google,0.997446027420441,"[0.15160193810096154, 0.8358251953125, 0.8535499572753906, 0.7729704115125868, 1.5039171491350447, 1.270738693975633, 1.0765323042869568, 0.7460599438897495, 1.0915107727050781, 1.0805180549621582, 1.2815464564732142, 1.3045814514160157]","[-84.916259765625, -54.728515625, -57.37397384643555, -77.11832427978516, -70.63104248046875, -60.17322826385498, -68.10803031921387, -67.04321670532227, -33.13909912109375, -39.937429428100586, -40.4093017578125, -57.53785705566406]","[-88.85791015625, -75.6241455078125, -77.00562286376953, -97.988525390625, -112.74072265625, -99.56612777709961, -102.55706405639648, -88.678955078125, -50.603271484375, -61.54779052734375, -67.32177734375, -83.62948608398438]",allenai/OLMo-2-1124-13B
0.3999999999999999,You see someone you know pretending not to notice.,google,0.6818371101459211,"[-0.06850469680059523, 0.7127593994140625, 0.803970456123352, 0.6804544200067935, 1.1437479654947917, 0.3438387784090909, 0.9325747282608695, 0.8908802379261364, 0.42544071490948016, 0.8319514347956731, 0.8030947730654762]","[-76.388427734375, -40.36990737915039, -64.00827407836914, -55.101654052734375, -53.95263671875, -62.927734375, -55.576171875, -59.3663330078125, -67.2493953704834, -54.5355224609375, -45.300048828125]","[-74.9498291015625, -54.62509536743164, -89.7353286743164, -70.75210571289062, -81.402587890625, -70.4921875, -77.025390625, -78.9656982421875, -78.31085395812988, -76.166259765625, -62.1650390625]",allenai/OLMo-2-1124-13B
0.3999999999999999,Childhood home is up for sale again.,google,0.6625250168387652,"[0.02022156891999421, 0.49500185867835733, 0.6600596110026041, 0.8005149147727273, 0.9249601364135742, 0.8815382498281973, 0.8799874441964286, 0.5941852331161499, 0.4569335445280998, 1.0499203330592106, 0.591925048828125, 0.5950522587217134]","[-66.62117385864258, -73.1935224533081, -50.90016174316406, -66.19775390625, -74.70858955383301, -58.7720832824707, -42.61083984375, -56.29660415649414, -51.78156280517578, -45.574462890625, -33.5423583984375, -32.0169677734375]","[-67.16715621948242, -87.54857635498047, -68.72177124023438, -92.61474609375, -102.45739364624023, -82.57361602783203, -61.090576171875, -75.31053161621094, -65.94650268554688, -65.52294921875, -45.380859375, -49.27348327636719]",allenai/OLMo-2-1124-13B
0.4499999999999999,Old friend calls after twenty years of silence.,google,0.8398994330337326,"[-0.03411865234375, 0.07848663330078125, 1.0064288052645596, 1.14896484375, 0.9013516656283674, 0.9808710271661932, 1.3069807688395183, 1.2347361246744792, 1.0016469955444336, 0.7258537673950195, 0.6185956682477679, 1.135380859375, 0.8135141225961539]","[-41.8115234375, -56.088714599609375, -34.89964294433594, -53.01123046875, -73.5490951538086, -47.46844482421875, -31.281314849853516, -46.0537109375, -48.89435577392578, -31.882285118103027, -44.117584228515625, -42.4412841796875, -52.6689453125]","[-41.265625, -57.658447265625, -57.04107666015625, -81.7353515625, -99.68829345703125, -69.047607421875, -54.806968688964844, -75.6873779296875, -72.93388366699219, -50.028629302978516, -57.10809326171875, -70.8258056640625, -73.8203125]",allenai/OLMo-2-1124-13B
0.4499999999999999,You find someone’s wallet and recognize the photo inside.,google,0.7053366081302928,"[-0.3503790961371528, 0.6216196194291115, 0.7387222713894315, 0.5692359924316406, 0.5695933291786596, 0.5097794966264204, 0.7763197898864747, 1.0490798950195312, 0.6864166259765625, 1.42138671875, 0.6584103170194124, 1.213854337993421]","[-62.40325927734375, -28.310455322265625, -31.43593978881836, -35.14848327636719, -33.51360321044922, -37.01318359375, -50.45001411437988, -35.7725830078125, -28.345458984375, -32.5546875, -36.74782478809357, -31.822021484375]","[-56.096435546875, -38.25636923313141, -44.732940673828125, -46.533203125, -44.33587646484375, -48.22833251953125, -65.97640991210938, -52.557861328125, -39.328125, -58.1396484375, -49.2576208114624, -54.88525390625]",allenai/OLMo-2-1124-13B
0.4499999999999999,Neighbor asks you to keep a strange secret.,google,0.8318184181209868,"[0.3683564776466006, 0.37935565865558124, 0.3422204256057739, 0.43026872114701703, 1.6290338039398193, 0.8120377152054398, 1.0857100053267046, 1.2092927631578947, 0.46133858816964285, 1.7087921142578124, 0.9463452838716053, 0.6742001488095238, 0.7666877297794118]","[-57.31497383117676, -59.926517486572266, -63.841352462768555, -54.5760498046875, -33.785616874694824, -70.64149475097656, -48.1524658203125, -51.314453125, -35.4642333984375, -35.035888671875, -53.78483009338379, -46.1162109375, -49.86474609375]","[-65.05045986175537, -68.65169763565063, -72.05464267730713, -64.04196166992188, -66.36629295349121, -92.56651306152344, -72.0380859375, -74.291015625, -45.15234375, -69.21173095703125, -73.6580810546875, -60.2744140625, -62.8984375]",allenai/OLMo-2-1124-13B
0.4499999999999999,You overhear a conversation not meant for you.,google,0.6905711727088679,"[-0.3322092692057292, 0.6733154296875, 0.6626554028741245, 0.9855282432154605, 0.8649018605550131, 0.5859853707107843, 0.697281230579723, 0.9276866083559783, 0.9291928036268368, 0.9113740466889881]","[-57.58204650878906, -43.6884765625, -70.44968032836914, -40.5986328125, -30.713687896728516, -115.96603393554688, -40.484375, -39.6453857421875, -78.73298501968384, -36.96368408203125]","[-49.60902404785156, -57.15478515625, -89.66668701171875, -59.32366943359375, -46.28192138671875, -145.85128784179688, -55.824562072753906, -60.982177734375, -118.68827557563782, -56.1025390625]",allenai/OLMo-2-1124-13B
0.4499999999999999,Unexpected letter arrives with no return address or name.,google,0.6879384070733939,"[-0.2398681640625, 0.47529801078464673, 0.6928573608398437, 0.802001953125, 0.6977246602376302, 0.583984375, 0.8995725458318536, 0.87554931640625, 0.851068115234375, 0.9478323800223214, 0.6457078975179921, 1.023532433943315]","[-54.978515625, -42.272247314453125, -62.153961181640625, -43.99072265625, -59.508392333984375, -27.7021484375, -61.96648406982422, -45.74560546875, -41.924713134765625, -32.1190185546875, -34.09705209732056, -31.82756996154785]","[-51.140625, -53.2041015625, -79.47539520263672, -61.634765625, -76.2537841796875, -38.7978515625, -81.757080078125, -66.7587890625, -54.69073486328125, -45.388671875, -48.948333740234375, -54.34528350830078]",allenai/OLMo-2-1124-13B
0.4499999999999999,A chance meeting changes your entire daily routine.,google,0.8965156409467777,"[0.15871429443359375, 0.44002367102581524, 0.9547396898269653, 0.9959994229403409, 1.5957865397135416, 1.0427689985795454, 0.8002445615571121, 0.8543806076049805, 1.0448978741963704, 1.0546672655188518, 0.9194491250174386]","[-94.55413818359375, -61.48004150390625, -72.54037094116211, -51.4332275390625, -71.35791015625, -54.80908203125, -73.5765380859375, -45.467933654785156, -50.24520492553711, -59.258949279785156, -63.73467445373535]","[-99.95042419433594, -71.6005859375, -103.092041015625, -73.34521484375, -119.23150634765625, -77.75, -96.78363037109375, -65.97306823730469, -75.32275390625, -83.51629638671875, -83.04310607910156]",allenai/OLMo-2-1124-13B
0.4499999999999999,You help a stranger and they never say thanks.,google,0.9221998025147342,"[0.1013336181640625, 2.041563563876682, 0.8443153782894737, 0.8891168212890626, 0.8208842070206351, 1.2350696480792502, 1.013580322265625, 1.0463351295107888, 0.8095703125, 0.5648845325816761, 0.7775442940848214]","[-82.246826171875, -47.474395751953125, -41.0595703125, -66.61228942871094, -47.83591842651367, -30.254706382751465, -39.75701904296875, -29.987899780273438, -35.54296875, -41.080352783203125, -19.8751220703125]","[-84.6788330078125, -84.2225399017334, -57.1015625, -88.8402099609375, -66.71625518798828, -58.66130828857422, -66.110107421875, -51.9609375, -48.49609375, -53.5078125, -30.7607421875]",allenai/OLMo-2-1124-13B
0.4499999999999999,Lost phone reveals someone’s hidden double life.,google,0.8866042878828683,"[0.14468357298109266, 0.8766801253609036, 0.696213616265191, 1.3276519775390625, 0.6292588975694444, 1.275656895204024, 1.3904893663194444, 0.7348507967862216, 0.9977883731617647, 0.6588338216145834, 1.0205397239098182]","[-48.0485315322876, -54.90798568725586, -48.46141052246094, -114.43315124511719, -59.926513671875, -44.75772523880005, -74.081298828125, -41.347320556640625, -30.18603515625, -59.8804931640625, -35.8261661529541]","[-50.652835845947266, -75.07162857055664, -60.993255615234375, -171.52218627929688, -76.91650390625, -72.82217693328857, -111.62451171875, -57.5140380859375, -47.1484375, -75.6925048828125, -62.360198974609375]",allenai/OLMo-2-1124-13B
0.4499999999999999,You see someone you know pretending not to notice.,google,1.090397415916432,"[0.426580810546875, 0.7613525390625, 0.981683139143319, 1.1367919921875, 1.171110673384233, 1.0324622966625072, 1.7469109429253473, 1.1897786458333333, 0.7353922526041666, 1.4707119590357731, 0.9250428563072568, 1.5069508833043717]","[-78.7239990234375, -36.0443115234375, -65.51409912109375, -29.4287109375, -40.556121826171875, -54.619611740112305, -41.94940185546875, -44.88037109375, -44.0531005859375, -38.79426574707031, -41.100122928619385, -39.17074489593506]","[-87.255615234375, -48.9873046875, -93.98291015625, -52.16455078125, -66.320556640625, -82.49609375, -73.393798828125, -69.86572265625, -55.083984375, -66.73779296875, -60.52602291107178, -64.78890991210938]",allenai/OLMo-2-1124-13B
