topic,model,history,story,sentence,sequentiality,story_type
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,6,4,18,1.2893545968191964,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,6,4,18,1.0842982700892858,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,8,4,18,1.1696036202566964,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,8,4,18,1.089874267578125,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,2,4,18,0.8068738664899554,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,2,4,18,0.5608700343540737,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,4,4,18,0.775801522391183,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,4,4,18,0.7152230398995536,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,6,4,18,0.6267373221261161,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,6,4,18,0.6621464320591518,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,8,4,18,0.7168862479073661,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,8,4,18,0.6798793247767857,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,2,4,18,0.952728271484375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,2,4,18,0.52215576171875,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,4,4,18,0.9403403145926339,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,4,4,18,0.6814182826450893,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,6,4,18,1.0540117536272322,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,6,4,18,0.6152430943080357,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,8,4,18,0.9297616141183036,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,8,4,18,0.40381949288504465,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,2,4,19,0.8710723876953125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,2,4,19,1.18076171875,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,4,4,19,0.7863739013671875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,4,4,19,1.1554473876953124,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,6,4,19,0.7921905517578125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,6,4,19,1.0232421875,clairvoyant
A short story titled 'The Shoe',SakanaAI/TinySwallow-1.5B-Instruct,8,4,19,0.750701904296875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,SakanaAI/TinySwallow-1.5B-Instruct,8,4,19,0.9902297973632812,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,2,4,19,1.070538330078125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,2,4,19,1.6418212890625,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,4,4,19,1.01243896484375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,4,4,19,1.289727783203125,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,6,4,19,0.91380615234375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,6,4,19,1.22252197265625,clairvoyant
A short story titled 'The Shoe',openai-community/gpt2-xl,8,4,19,0.9635528564453125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,openai-community/gpt2-xl,8,4,19,1.239678955078125,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,2,4,19,0.96314697265625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,2,4,19,1.1524566650390624,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,4,4,19,0.7386810302734375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,4,4,19,1.14361572265625,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,6,4,19,0.800701904296875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,6,4,19,1.1413436889648438,clairvoyant
A short story titled 'The Shoe',allenai/OLMo-2-1124-13B,8,4,19,0.7096923828125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,allenai/OLMo-2-1124-13B,8,4,19,1.0233551025390626,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,2,4,19,0.7666290283203125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,2,4,19,1.064385986328125,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,4,4,19,0.4535125732421875,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,4,4,19,0.978704833984375,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,6,4,19,0.703179931640625,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,6,4,19,1.010186767578125,clairvoyant
A short story titled 'The Shoe',meta-llama/Llama-3.1-8B-Instruct,8,4,19,0.754339599609375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,meta-llama/Llama-3.1-8B-Instruct,8,4,19,0.978448486328125,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,2,4,19,2.1692794799804687,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,2,4,19,1.0163368225097655,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,4,4,19,1.8629493713378906,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,4,4,19,0.7917770385742188,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,6,4,19,1.685626220703125,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,6,4,19,1.0271873474121094,clairvoyant
A short story titled 'The Shoe',Qwen/Qwen2.5-7B-Instruct,8,4,19,1.744476318359375,naive
A short story about a man and a woman mimicking each other until he is hit by a car,Qwen/Qwen2.5-7B-Instruct,8,4,19,0.760455322265625,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,2,5,0,-0.15662730823863635,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,2,5,0,-0.04367897727272727,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,4,5,0,-0.15662730823863635,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,4,5,0,-0.04367897727272727,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,6,5,0,-0.15662730823863635,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,6,5,0,-0.04367897727272727,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,8,5,0,-0.15662730823863635,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,8,5,0,-0.04367897727272727,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,2,5,0,-0.2615411931818182,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,2,5,0,-0.2608309659090909,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,4,5,0,-0.2615411931818182,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,4,5,0,-0.2608309659090909,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,6,5,0,-0.2615411931818182,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,6,5,0,-0.2608309659090909,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,8,5,0,-0.2615411931818182,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,8,5,0,-0.2608309659090909,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,2,5,0,-0.10546875,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,2,5,0,-0.07945667613636363,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,4,5,0,-0.10546875,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,4,5,0,-0.07945667613636363,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,6,5,0,-0.10546875,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,6,5,0,-0.07945667613636363,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,8,5,0,-0.10546875,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,8,5,0,-0.07945667613636363,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,2,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,2,5,0,-0.23042436079545456,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,4,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,4,5,0,-0.23042436079545456,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,6,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,6,5,0,-0.23042436079545456,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,8,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,8,5,0,-0.23042436079545456,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,2,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,2,5,0,-0.06809303977272728,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,4,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,4,5,0,-0.06809303977272728,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,6,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,6,5,0,-0.06809303977272728,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,8,5,0,-0.08336292613636363,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,8,5,0,-0.06809303977272728,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,2,5,1,0.2001065340909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,2,5,1,0.8473011363636364,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,4,5,1,0.2001065340909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,4,5,1,0.8473011363636364,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,6,5,1,0.2001065340909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,6,5,1,0.8473011363636364,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,8,5,1,0.2001065340909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,8,5,1,0.8473011363636364,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,2,5,1,0.1981534090909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,2,5,1,0.8373579545454546,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,4,5,1,0.1981534090909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,4,5,1,0.8373579545454546,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,6,5,1,0.1981534090909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,6,5,1,0.8373579545454546,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,8,5,1,0.1981534090909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,8,5,1,0.8373579545454546,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,2,5,1,1.0774147727272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,2,5,1,1.3307883522727273,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,4,5,1,1.0774147727272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,4,5,1,1.3307883522727273,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,6,5,1,1.0774147727272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,6,5,1,1.3307883522727273,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,8,5,1,1.0774147727272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,8,5,1,1.3307883522727273,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,2,5,1,0.6317471590909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,2,5,1,1.2665127840909092,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,4,5,1,0.6317471590909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,4,5,1,1.2665127840909092,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,6,5,1,0.6317471590909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,6,5,1,1.2665127840909092,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,8,5,1,0.6317471590909091,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,8,5,1,1.2665127840909092,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,2,5,1,0.4690163352272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,2,5,1,1.2587890625,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,4,5,1,0.4690163352272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,4,5,1,1.2587890625,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,6,5,1,0.4690163352272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,6,5,1,1.2587890625,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,8,5,1,0.4690163352272727,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,8,5,1,1.2587890625,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,2,5,2,0.34461167279411764,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,2,5,2,0.6966337316176471,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,4,5,2,0.34461167279411764,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,4,5,2,0.6966337316176471,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,6,5,2,0.34461167279411764,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,6,5,2,0.6966337316176471,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,8,5,2,0.34461167279411764,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,8,5,2,0.6966337316176471,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,2,5,2,0.5,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,2,5,2,0.7775735294117647,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,4,5,2,0.5,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,4,5,2,0.7775735294117647,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,6,5,2,0.5,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,6,5,2,0.7775735294117647,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,8,5,2,0.5,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,8,5,2,0.7775735294117647,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,2,5,2,1.0080710018382353,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,2,5,2,0.8660386029411765,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,4,5,2,1.0080710018382353,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,4,5,2,0.8660386029411765,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,6,5,2,1.0080710018382353,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,6,5,2,0.8660386029411765,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,8,5,2,1.0080710018382353,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,8,5,2,0.8660386029411765,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,2,5,2,0.8934972426470589,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,2,5,2,0.5533375459558824,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,4,5,2,0.8934972426470589,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,4,5,2,0.5533375459558824,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,6,5,2,0.8934972426470589,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,6,5,2,0.5533375459558824,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,8,5,2,0.8934972426470589,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,8,5,2,0.5533375459558824,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,2,5,2,1.1567095588235294,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,2,5,2,1.0186121323529411,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,4,5,2,1.1567095588235294,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,4,5,2,1.0186121323529411,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,6,5,2,1.1567095588235294,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,6,5,2,1.0186121323529411,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,8,5,2,1.1567095588235294,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,8,5,2,1.0186121323529411,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,2,5,3,0.07865833100818452,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,2,5,3,0.055790492466517856,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,4,5,3,0.24639747256324404,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,4,5,3,0.1897524879092262,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,6,5,3,0.24639747256324404,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,6,5,3,0.1897524879092262,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,8,5,3,0.24639747256324404,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,8,5,3,0.1897524879092262,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,2,5,3,0.22339157831101192,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,2,5,3,0.10720389229910714,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,4,5,3,0.32230050223214285,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,4,5,3,0.21684919084821427,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,6,5,3,0.32230050223214285,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,6,5,3,0.21684919084821427,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,8,5,3,0.32230050223214285,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,8,5,3,0.21684919084821427,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,2,5,3,0.30405389694940477,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,2,5,3,0.15550595238095238,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,4,5,3,0.48413667224702384,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,4,5,3,0.18548874627976192,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,6,5,3,0.48413667224702384,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,6,5,3,0.18548874627976192,clairvoyant
A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,8,5,3,0.48413667224702384,naive
A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,8,5,3,0.18548874627976192,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,2,5,3,0.16284252348400297,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,2,5,3,-0.120025634765625,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,4,5,3,0.4255865187872024,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,4,5,3,0.22138759068080358,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,6,5,3,0.4255865187872024,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,6,5,3,0.22138759068080358,clairvoyant
A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,8,5,3,0.4255865187872024,naive
A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,8,5,3,0.22138759068080358,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,2,5,3,0.4390534900483631,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,2,5,3,0.46264212472098215,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,4,5,3,0.4779241652715774,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,4,5,3,0.3723725818452381,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,6,5,3,0.4779241652715774,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,6,5,3,0.3723725818452381,clairvoyant
A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,8,5,3,0.4779241652715774,naive
A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,8,5,3,0.3723725818452381,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,2,5,4,0.7706017127403846,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,2,5,4,0.6817251352163461,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,4,5,4,0.8062180739182693,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,4,5,4,0.6585834209735577,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,6,5,4,0.8062180739182693,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,6,5,4,0.6585834209735577,clairvoyant
A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,8,5,4,0.8062180739182693,naive
A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,8,5,4,0.6585834209735577,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,2,5,4,0.6707012469951923,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,2,5,4,0.5643404447115384,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,4,5,4,0.6525315504807693,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,4,5,4,0.5558941180889423,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,6,5,4,0.6525315504807693,naive
A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,6,5,4,0.5558941180889423,clairvoyant
A short story titled 'Keith Reynolds',openai-community/gpt2-xl,8,5,4,0.6525315504807693,naive
