"topic","model","history","story","sentence","sequentiality","knowledge","topicNumber"
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",2,5,5,0.805308948863636,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",2,5,5,0.554598721590909,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",4,5,5,0.753728693181818,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",4,5,5,0.811434659090909,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",6,5,5,0.694247159090909,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",6,5,5,0.662286931818182,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",8,5,5,0.694247159090909,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",8,5,5,0.662286931818182,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",2,5,5,0.490589488636364,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",2,5,5,0.508256392045455,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",4,5,5,-0.0463423295454545,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",4,5,5,0.114701704545455,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",6,5,5,0.0348011363636364,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",6,5,5,0.171875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",8,5,5,0.0348011363636364,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",8,5,5,0.171875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",2,5,5,0.783735795454545,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",2,5,5,0.657848011363636,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",4,5,5,0.679953835227273,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",4,5,5,0.676846590909091,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",6,5,5,0.649236505681818,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",6,5,5,0.620916193181818,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",8,5,5,0.649236505681818,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",8,5,5,0.620916193181818,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",2,5,6,-0.285847981770833,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",2,5,6,-0.039398193359375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",4,5,6,-0.100362141927083,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",4,5,6,-0.0806986490885417,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",6,5,6,-0.076507568359375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",6,5,6,-0.0399983723958333,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",8,5,6,-0.076507568359375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",8,5,6,-0.0399983723958333,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",2,5,6,0.159820556640625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",2,5,6,0.224090576171875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",4,5,6,-0.0471445719401042,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",4,5,6,0.0245412190755208,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",6,5,6,-0.146479288736979,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",6,5,6,-0.110158284505208,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",8,5,6,-0.146479288736979,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",8,5,6,-0.110158284505208,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",2,5,6,0.254007975260417,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",2,5,6,0.321543375651042,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",4,5,6,0.1082763671875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",4,5,6,0.2283935546875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",6,5,6,0.1021728515625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",6,5,6,0.286153157552083,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",8,5,6,0.1021728515625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",8,5,6,0.286153157552083,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",2,5,6,0.409525553385417,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",2,5,6,0.069091796875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",4,5,6,0.161870320638021,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",4,5,6,-0.149505615234375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",6,5,6,0.228759765625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",6,5,6,-0.148468017578125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",8,5,6,0.228759765625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",8,5,6,-0.148468017578125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",2,5,6,0.184094746907552,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",2,5,6,0.381103515625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",4,5,6,0.407063802083333,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",4,5,6,0.390838623046875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",6,5,6,0.287053426106771,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",6,5,6,0.323031107584635,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",8,5,6,0.287053426106771,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",8,5,6,0.323031107584635,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",2,5,7,0.452614524147727,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",2,5,7,0.532115589488636,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",4,5,7,0.298006924715909,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",4,5,7,0.455033735795454,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",6,5,7,0.744185014204545,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",6,5,7,0.890458540482955,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",8,5,7,0.793235085227273,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",8,5,7,1.00117631392045,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",2,5,7,-0.00992098721590909,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",2,5,7,0.466275301846591,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",4,5,7,-0.0136163884943182,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",4,5,7,0.519941850142045,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",6,5,7,0.304554332386364,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",6,5,7,0.798406427556818,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",8,5,7,0.2806396484375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",8,5,7,0.771040482954545,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",2,5,7,0.0230601917613636,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",2,5,7,0.295166015625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",4,5,7,0.0940607244318182,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",4,5,7,0.388871626420454,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",6,5,7,0.686412464488636,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",6,5,7,0.920887340198864,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",8,5,7,0.638627485795455,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",8,5,7,0.922563032670455,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",2,5,7,0.678172718394886,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",2,5,7,0.385326038707386,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",4,5,7,0.699729225852273,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",4,5,7,0.582902388139205,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",6,5,7,1.10602084073153,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",6,5,7,1.0778642134233,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",8,5,7,1.18002874200994,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",8,5,7,0.97137451171875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",2,5,7,0.961239901455966,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",2,5,7,0.512484463778409,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",4,5,7,1.07885672829368,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",4,5,7,0.477274114435369,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",6,5,7,1.9087344082919,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",6,5,7,1.13805736194957,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",8,5,7,1.73272011496804,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",8,5,7,1.15438426624645,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",2,5,8,1.562109375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",2,5,8,2.10625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",4,5,8,1.8453125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",4,5,8,2.0990234375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",6,5,8,2.593359375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",6,5,8,3.13828125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",8,5,8,2.553515625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",8,5,8,3.0994140625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",2,5,8,1.194140625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",2,5,8,1.281640625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",4,5,8,1.32109375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",4,5,8,1.344140625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",6,5,8,2.25625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",6,5,8,2.312890625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",8,5,8,2.18984375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",8,5,8,2.17578125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",2,5,8,0.925390625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",2,5,8,1.031640625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",4,5,8,1.21640625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",4,5,8,1.08671875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",6,5,8,1.915625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",6,5,8,1.7359375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",8,5,8,1.973828125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",8,5,8,1.728125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",2,5,8,1.34609375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",2,5,8,1.51640625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",4,5,8,1.55625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",4,5,8,1.583984375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",6,5,8,2.3779296875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",6,5,8,2.42431640625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",8,5,8,2.6029296875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",8,5,8,2.540625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",2,5,8,2.2146484375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",2,5,8,2.46962890625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",4,5,8,2.5833984375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",4,5,8,2.48984375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",6,5,8,3.4986328125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",6,5,8,3.19482421875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",8,5,8,3.581640625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",8,5,8,3.2287109375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",2,5,9,1.25105794270833,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",2,5,9,1.10904947916667,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",4,5,9,1.75858561197917,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",4,5,9,1.6134033203125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",6,5,9,1.78804524739583,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",6,5,9,1.74241129557292,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",8,5,9,1.6202392578125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",8,5,9,1.75665283203125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",2,5,9,1.74200994318182,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",2,5,9,1.68523615056818,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",4,5,9,2.71346768465909,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",4,5,9,2.57732599431818,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",6,5,9,2.67986505681818,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",6,5,9,2.60555752840909,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",8,5,9,2.65314275568182,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",8,5,9,2.64462002840909,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",2,5,9,1.35563151041667,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",2,5,9,0.91265869140625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",4,5,9,1.919677734375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",4,5,9,1.498046875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",6,5,9,1.92354329427083,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",6,5,9,1.42814127604167,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",8,5,9,1.85107421875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",8,5,9,1.4150390625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",2,5,9,1.21728515625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",2,5,9,0.673421223958333,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",4,5,9,1.91935221354167,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",4,5,9,1.37211100260417,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",6,5,9,1.80582682291667,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",6,5,9,1.51847330729167,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",8,5,9,1.748779296875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",8,5,9,1.46333821614583,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",2,5,9,1.41414388020833,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",2,5,9,0.810811360677083,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",4,5,9,2.2489980061849,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",4,5,9,1.62724812825521,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",6,5,9,2.24505615234375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",6,5,9,1.52439371744792,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",8,5,9,2.25321451822917,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",8,5,9,1.56752522786458,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",2,5,10,0.29482421875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",2,5,10,0.19462890625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",4,5,10,0.33115234375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",4,5,10,0.18525390625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",6,5,10,0.32919921875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",6,5,10,0.18017578125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","SakanaAI/TinySwallow-1.5B-Instruct",8,5,10,0.50048828125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","SakanaAI/TinySwallow-1.5B-Instruct",8,5,10,0.47080078125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",2,5,10,0.654052734375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",2,5,10,0.39609375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",4,5,10,0.495361328125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",4,5,10,0.25322265625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",6,5,10,0.550390625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",6,5,10,0.3787109375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","openai-community/gpt2-xl",8,5,10,0.748583984375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","openai-community/gpt2-xl",8,5,10,0.48974609375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",2,5,10,0.9505859375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",2,5,10,0.559716796875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",4,5,10,0.83740234375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",4,5,10,0.56611328125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",6,5,10,0.9368408203125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",6,5,10,0.664599609375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","allenai/OLMo-2-1124-13B",8,5,10,1.058349609375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","allenai/OLMo-2-1124-13B",8,5,10,0.735205078125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",2,5,10,0.48837890625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",2,5,10,-0.144580078125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",4,5,10,0.136474609375,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",4,5,10,-0.4355224609375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",6,5,10,0.2251953125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",6,5,10,-0.3384765625,"clairvoyant",12
"A short story about a man hoping for a promotion at work","meta-llama/Llama-3.1-8B-Instruct",8,5,10,0.097265625,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","meta-llama/Llama-3.1-8B-Instruct",8,5,10,-0.2333984375,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",2,5,10,0.45263671875,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",2,5,10,0.1184814453125,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",4,5,10,0.4302001953125,"naive",11
"A short story about a man hoping for a promotion who ends up killing a coworker","Qwen/Qwen2.5-7B-Instruct",4,5,10,0.0563232421875,"clairvoyant",12
"A short story about a man hoping for a promotion at work","Qwen/Qwen2.5-7B-Instruct",6,5,10,0.39208984375,"naive",11
