topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,2,6,7,1.279404534233941,-40.71343231201172,-57.16930389404297
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,7,1.0945269266764324,-27.23046875,-38.599609375
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,4,6,7,1.249879625108507,-26.873443603515625,-45.7259521484375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,7,1.1005757649739583,-29.1279296875,-39.63671875
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,6,6,7,1.1030036078559027,-41.9140625,-53.8125
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,7,1.0279191335042317,-67.68359375,-67.6328125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,8,6,7,1.0584295060899522,-49.078125,-64.17578125
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,7,0.995146221584744,-46.162109375,-57.97265625
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,2,6,7,1.3574116230010986,-50.71087646484375,-63.986328125
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,7,1.4850869178771973,-36.99609375,-49.87890625
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,4,6,7,1.2379608154296875,-50.23046875,-63.78515625
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,7,1.4100115299224854,-47.24609375,-68.36328125
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,6,6,7,1.2069647908210754,-40.94450092315674,-63.09765625
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,7,1.3678452372550964,-36.805877685546875,-54.23077392578125
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,8,6,7,1.2076395750045776,-30.78515625,-58.57421875
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,7,1.3845722079277039,-37.990234375,-49.1171875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,2,6,7,0.74443605211046,-35.1611328125,-44.2265625
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,7,0.79664060804579,-51.328125,-63.56640625
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,4,6,7,0.879638671875,-15.7119140625,-28.078125
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,7,0.9309056599934896,-40.49953079223633,-59.3056526184082
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,6,6,7,0.9700491163465712,-27.49755859375,-41.470703125
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,7,1.033204820421007,-25.915191650390625,-40.0162353515625
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,8,6,7,0.974143558078342,-29.102783203125,-36.6279296875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,7,1.0573446485731337,-41.884765625,-51.95703125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,2,6,7,0.9909462398952908,-62.44921875,-67.046875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,7,1.2677636676364474,-42.884765625,-58.2265625
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,4,6,7,0.9571256637573242,-38.0166015625,-51.69921875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,7,1.283618344200982,-26.984764099121094,-39.64453125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,6,6,7,0.9775661892361112,-30.142578125,-57.44921875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,7,1.237863885031806,-34.5501708984375,-52.98828125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,8,6,7,1.0080705218844943,-41.387939453125,-62.97265625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,7,1.3086474736531575,-36.45696258544922,-49.8568115234375
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,2,6,7,0.8890724447038438,-31.740859985351562,-56.772308349609375
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,7,1.3283419609069824,-36.275390625,-53.6953125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,4,6,7,0.821052524778578,-29.07958984375,-46.322265625
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,7,1.3410123652882047,-31.103519439697266,-45.89228820800781
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,6,6,7,0.8340381781260172,-49.609375,-58.1875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,7,1.333667556444804,-9.93994140625,-25.033203125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,8,6,7,0.8750856452518039,-42.32059097290039,-61.82391357421875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,7,1.3289259009891086,-24.83203125,-37.78125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,2,6,8,1.517005411783854,-18.51740264892578,-38.873046875
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,8,1.2044708251953125,-32.04345703125,-42.1953125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,4,6,8,1.7505391438802083,-35.7421875,-52.337890625
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,8,1.35390625,-66.5390625,-66.0625
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,6,6,8,1.587299601236979,-44.677734375,-60.5
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,8,1.207329813639323,-40.072265625,-55.20703125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,8,6,8,1.6565043131510417,-28.633678436279297,-44.4375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,8,1.2346974690755208,-29.5185546875,-57.5
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,2,6,8,1.2128949846540178,-34.8055419921875,-55.75390625
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,8,1.0946546282087053,-41.99212646484375,-67.177734375
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,4,6,8,1.3599679129464286,-35.83423614501953,-50.17376708984375
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,8,1.2816162109375,-32.58174133300781,-54.34490966796875
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,6,6,8,1.387056623186384,-35.3671875,-56.953125
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,8,1.3212629045758928,-27.0126953125,-45.646484375
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,8,6,8,1.3242056710379464,-30.21875298023224,-44.967918395996094
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,8,1.2446354457310267,-51.19140625,-57.6328125
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,2,6,8,1.6687632242838542,-10.16357421875,-25.5390625
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,8,1.450877888997396,-43.55877876281738,-58.62594223022461
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,4,6,8,1.8337646484375,-25.72705078125,-37.341796875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,8,1.6738525390625,-18.70240020751953,-34.5213623046875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,6,6,8,1.8496447245279948,-32.932861328125,-36.388671875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,8,1.7041496276855468,-37.162109375,-49.716796875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,8,6,8,1.9626973470052083,-62.44921875,-67.046875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,8,1.7916178385416666,-42.884765625,-58.2265625
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,2,6,8,0.8854722340901693,-38.0166015625,-51.69921875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,8,0.9674397786458333,-24.53726577758789,-39.64453125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,4,6,8,1.0022974014282227,-29.0390625,-57.44921875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,8,1.0580140749613445,-32.3602294921875,-52.98828125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,6,6,8,1.0835907618204752,-41.33953857421875,-62.97265625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,8,1.0877022902170816,-34.0233154296875,-49.8568115234375
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,8,6,8,1.1502456347147623,-29.265838623046875,-56.772308349609375
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,8,1.1308365186055502,-31.904296875,-53.6953125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,2,6,8,1.5288964589436849,-27.314453125,-46.322265625
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,8,1.336440340677897,-30.732429027557373,-45.89228820800781
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,4,6,8,1.7658447901407877,-47.046875,-58.1875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,8,1.4445632298787434,-8.827392578125,-25.033203125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,6,6,8,1.7787707010904947,-34.05682945251465,-61.82391357421875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,8,1.5067585627237956,-22.974609375,-37.78125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,8,6,8,1.8483084360758464,-15.260543823242188,-38.873046875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,8,1.5229532877604166,-31.7373046875,-42.1953125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,2,6,9,1.5987830528846154,-32.388671875,-52.337890625
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,9,0.9305138221153846,-66.5390625,-66.0625
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,4,6,9,1.7736628605769231,-44.677734375,-60.5
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,9,1.2052283653846154,-40.072265625,-55.20703125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,6,6,9,1.6458082932692308,-25.465219497680664,-44.4375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,9,1.2756911057692308,-27.9033203125,-57.5
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,8,6,9,1.9057992788461537,-30.02630615234375,-55.75390625
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,9,1.6398737980769231,-42.845947265625,-67.177734375
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,2,6,9,1.3539663461538463,-33.41746520996094,-50.17376708984375
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,9,1.6087740384615385,-29.23712158203125,-54.34490966796875
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,4,6,9,1.5908954326923077,-34.013671875,-56.953125
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,9,1.6983173076923077,-26.6025390625,-45.646484375
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,6,6,9,1.6419771634615385,-31.73340344429016,-44.967918395996094
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,9,1.7950721153846154,-48.2421875,-57.6328125
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,8,6,9,1.8973858173076923,-8.619384765625,-25.5390625
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,9,2.1376201923076925,-35.519761085510254,-58.62594223022461
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,2,6,9,1.3399939903846154,-23.24462890625,-37.341796875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,9,1.6604567307692308,-16.49394989013672,-34.5213623046875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,4,6,9,1.6762319711538463,-32.175048828125,-36.388671875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,9,1.7645733173076923,-32.3701171875,-49.716796875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,6,6,9,1.6929086538461537,-62.44921875,-67.046875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,9,1.8452524038461537,-42.884765625,-58.2265625
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,8,6,9,1.9468149038461537,-38.0166015625,-51.69921875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,9,2.1954627403846154,-24.53726577758789,-39.64453125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,2,6,9,1.6099759615384615,-29.0390625,-57.44921875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,9,1.0207331730769231,-31.5523681640625,-52.98828125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,4,6,9,1.6532451923076923,-40.562522888183594,-62.97265625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,9,1.0413161057692308,-32.39592742919922,-49.8568115234375
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,6,6,9,1.5608473557692308,-29.027637481689453,-56.772308349609375
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,9,1.1805889423076923,-31.6875,-53.6953125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,8,6,9,1.7621694711538463,-27.81787109375,-46.322265625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,9,1.3721454326923077,-30.128919005393982,-45.89228820800781
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,2,6,9,2.044621394230769,-44.17578125,-58.1875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,9,2.126201923076923,-9.125,-25.033203125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,4,6,9,2.0147235576923075,-33.10368251800537,-61.82391357421875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,9,2.1283052884615383,-22.677734375,-37.78125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,6,6,9,2.0835336538461537,-14.971302032470703,-38.873046875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,9,2.2826021634615383,-31.94921875,-42.1953125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,8,6,9,2.3790564903846154,-33.3505859375,-52.337890625
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,9,2.699519230769231,-66.5390625,-66.0625
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,2,6,10,0.71181640625,-44.677734375,-60.5
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,10,0.5108072916666667,-40.072265625,-55.20703125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,4,6,10,0.8659016927083333,-25.465219497680664,-44.4375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,10,0.6203450520833333,-27.9033203125,-57.5
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,6,6,10,0.8022135416666667,-29.50909423828125,-55.75390625
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,10,0.561279296875,-41.97720718383789,-67.177734375
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,8,6,10,0.8227864583333333,-31.576080322265625,-50.17376708984375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,10,0.5987467447916667,-28.782665252685547,-54.34490966796875
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,2,6,10,0.8017578125,-32.96484375,-56.953125
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,10,0.7304036458333333,-26.91845703125,-45.646484375
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,4,6,10,0.9421223958333333,-31.3671977519989,-44.967918395996094
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,10,0.8194661458333333,-44.73828125,-57.6328125
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,6,6,10,0.8775390625,-9.028564453125,-25.5390625
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,10,0.7785807291666667,-33.43177509307861,-58.62594223022461
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,8,6,10,0.8559895833333333,-22.4755859375,-37.341796875
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,10,0.741796875,-15.511478424072266,-34.5213623046875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,2,6,10,1.14951171875,-32.6708984375,-36.388671875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,10,1.2422526041666666,-31.8720703125,-49.716796875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,4,6,10,1.2671875,-62.44921875,-67.046875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,10,1.2695963541666666,-42.884765625,-58.2265625
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,6,6,10,1.2336263020833333,-38.0166015625,-51.69921875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,10,1.24853515625,-24.53726577758789,-39.64453125
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,8,6,10,1.25537109375,-29.0390625,-57.44921875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,10,1.2985677083333333,-31.5523681640625,-52.98828125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,2,6,10,0.927734375,-40.562522888183594,-62.97265625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,10,0.7905598958333333,-32.322227478027344,-49.8568115234375
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,4,6,10,0.9425455729166666,-27.33184814453125,-56.772308349609375
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,10,0.7506510416666666,-28.38671875,-53.6953125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,6,6,10,1.0208984375,-27.49169921875,-46.322265625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,10,0.7812174479166667,-30.37696862220764,-45.89228820800781
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,8,6,10,1.0550130208333333,-44.16015625,-58.1875
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,10,0.8202473958333333,-8.558349609375,-25.033203125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,2,6,10,0.8488932291666667,-33.30307579040527,-61.82391357421875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,10,0.5938313802083334,-21.914794921875,-37.78125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,4,6,10,0.9621419270833333,-14.66743278503418,-38.873046875
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,10,0.662158203125,-31.67724609375,-42.1953125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,6,6,10,0.9411458333333333,-33.7841796875,-52.337890625
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,10,0.7293782552083333,-66.5390625,-66.0625
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,8,6,10,0.9765462239583333,-44.677734375,-60.5
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,10,0.7168131510416667,-40.072265625,-55.20703125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,2,6,11,0.8676675160725912,-25.465219497680664,-44.4375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,11,0.7120680014292399,-27.9033203125,-57.5
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,4,6,11,0.9733444054921468,-29.50909423828125,-55.75390625
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,11,0.8231530984242758,-41.97720718383789,-67.177734375
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,6,6,11,1.0083386103312175,-31.141563415527344,-50.17376708984375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,11,0.8597830931345621,-27.47064208984375,-54.34490966796875
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,8,6,11,1.0155793031056721,-28.412109375,-56.953125
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,11,0.7834881941477457,-26.16796875,-45.646484375
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,2,6,11,0.8432173295454546,-31.67579710483551,-44.967918395996094
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,11,0.642578125,-44.25,-57.6328125
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,4,6,11,0.8846768465909091,-8.866943359375,-25.5390625
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,11,0.7531960227272727,-33.39483451843262,-58.62594223022461
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,6,6,11,0.9242720170454546,-21.80859375,-37.341796875
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,11,0.8482776988636364,-15.295381546020508,-34.5213623046875
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,8,6,11,0.9061612215909091,-32.840576171875,-36.388671875
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,11,0.8241299715909091,-30.78515625,-49.716796875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,2,6,11,1.2323973973592122,-71.85546875,-68.40234375
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,11,1.2290971179803212,-45.82421875,-59.576171875
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,4,6,11,1.2633215983708699,-35.1689453125,-46.80078125
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,11,1.1028762459754944,-33.682891845703125,-42.26953125
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,6,6,11,1.3136141002178192,-35.66015625,-52.330078125
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,11,1.133393386999766,-33.32073974609375,-55.3828125
A short story about a mountain witnessing the passage of time,allenai/OLMo-2-1124-13B,8,6,11,1.292943298816681,-43.504859924316406,-64.216796875
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,11,1.107676774263382,-42.359561920166016,-60.19659423828125
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,2,6,11,0.6004613240559896,-37.838674545288086,-51.120758056640625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,11,0.5709285736083984,-33.0625,-53.9921875
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,4,6,11,0.689494768778483,-38.025390625,-51.94140625
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,11,0.6169134775797526,-43.2109375,-50.416473388671875
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,6,6,11,0.5688050587972006,-62.4453125,-61.5703125
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,11,0.5294539133707682,-12.94482421875,-25.05859375
A short story about a mountain witnessing the passage of time,meta-llama/Llama-3.1-8B-Instruct,8,6,11,0.47801653544108075,-43.99609375,-58.53561973571777
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,11,0.46277427673339844,-25.2041015625,-39.18359375
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,2,6,11,1.111406644185384,-27.311492919921875,-46.56005859375
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,11,0.5641149878501892,-31.697509765625,-42.939453125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,4,6,11,1.4333235422770183,-39.2333984375,-55.6181640625
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,11,0.6475740472475687,-68.39453125,-67.53515625
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,6,6,11,1.3727165857950847,-47.91015625,-63.462890625
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,11,0.5894351998964945,-38.357421875,-51.861328125
A short story about a mountain witnessing the passage of time,Qwen/Qwen2.5-7B-Instruct,8,6,11,1.3757055600484211,-30.236068725585938,-40.376953125
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,11,0.6145434280236562,-37.51123046875,-50.56494140625
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,2,6,12,0.63671875,-34.11470603942871,-57.408203125
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,12,0.49930245535714285,-44.69752502441406,-71.6923828125
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,4,6,12,1.1614118303571428,-42.282304763793945,-65.10205078125
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,12,0.9146205357142857,-34.73712158203125,-49.24871826171875
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,6,6,12,1.3639787946428572,-37.470703125,-50.740234375
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,12,1.0792410714285714,-35.1455078125,-47.00390625
A short story about a mountain witnessing the passage of time,SakanaAI/TinySwallow-1.5B-Instruct,8,6,12,1.4189453125,-42.76171875,-49.61286163330078
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,12,1.1752232142857142,-59.4296875,-61.30078125
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,2,6,12,0.34654017857142855,-13.89794921875,-23.578125
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,12,0.21958705357142858,-46.88671875,-57.92461395263672
A short story about a mountain witnessing the passage of time,openai-community/gpt2-xl,4,6,12,0.6481584821428571,-24.0703125,-36.431640625
