,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance
3947,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,9,1.0413161057692308,-32.068031311035156,-52.7041015625,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3948,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,9,1.8290264423076923,-30.564697265625,-58.0001220703125,naive,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3949,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,9,1.1805889423076923,-33.794921875,-58.921875,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3950,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,9,2.1259014423076925,-27.78955078125,-44.541015625,naive,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3951,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,9,1.3721454326923077,-31.291029453277588,-47.41625213623047,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3952,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,9,2.2040264423076925,-44.9921875,-57.2734375,naive,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3953,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,9,2.126201923076923,-8.4833984375,-24.37890625,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3954,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,9,2.2450420673076925,-33.29310321807861,-60.440574645996094,naive,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3955,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,9,2.1283052884615383,-23.09619140625,-38.150390625,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3956,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,9,2.326472355769231,-15.68243408203125,-39.35968017578125,naive,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3957,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,9,2.2826021634615383,-31.35107421875,-41.82861328125,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3958,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,9,2.644756610576923,-36.029296875,-58.650390625,naive,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3959,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,9,2.699519230769231,-66.5390625,-66.0625,clairvoyant,98,6.0,7.5,7.0,6.0,5.0,6.0,9.0,8.0,7.0,6.0,6.0,7.5
3960,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,10,0.7293294270833334,-44.677734375,-60.5,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3961,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,10,0.5108072916666667,-40.072265625,-55.20703125,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3962,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,10,0.8502604166666666,-25.465219497680664,-44.4375,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3963,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,10,0.6203450520833333,-27.9033203125,-57.5,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3964,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,10,0.82431640625,-29.50909423828125,-55.75390625,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3965,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,10,0.561279296875,-41.97720718383789,-67.177734375,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3966,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,10,0.8341796875,-31.576080322265625,-50.17376708984375,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3967,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,10,0.5987467447916667,-28.782665252685547,-54.34490966796875,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3968,A short story titled 'The Rock',openai-community/gpt2-xl,2,6,10,0.8328776041666667,-32.96484375,-56.953125,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3969,A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,10,0.7304036458333333,-26.91845703125,-45.646484375,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3970,A short story titled 'The Rock',openai-community/gpt2-xl,4,6,10,0.8860677083333334,-31.3671977519989,-44.967918395996094,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3971,A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,10,0.8194661458333333,-44.73828125,-57.6328125,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3972,A short story titled 'The Rock',openai-community/gpt2-xl,6,6,10,0.8361979166666667,-9.028564453125,-25.5390625,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3973,A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,10,0.7785807291666667,-33.43177509307861,-58.62594223022461,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3974,A short story titled 'The Rock',openai-community/gpt2-xl,8,6,10,0.7997395833333333,-22.4755859375,-37.341796875,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3975,A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,10,0.741796875,-15.511478424072266,-34.5213623046875,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3976,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,10,1.0431640625,-32.6708984375,-36.388671875,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3977,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,10,1.2422526041666666,-31.8720703125,-49.716796875,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3978,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,10,1.0927083333333334,-72.12109375,-70.6640625,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3979,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,10,1.2695963541666666,-44.46875,-68.25,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3980,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,10,1.1167643229166666,-39.587890625,-59.53515625,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3981,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,10,1.24853515625,-27.539352416992188,-54.0859375,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3982,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,10,1.15576171875,-27.10986328125,-61.328125,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3983,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,10,1.2985677083333331,-30.55450439453125,-59.68359375,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3984,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,10,0.8764322916666667,-41.70170974731445,-66.349609375,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3985,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,10,0.7905598958333333,-31.365554809570312,-52.7041015625,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3986,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,10,0.7626302083333333,-28.322036743164062,-58.0001220703125,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3987,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,10,0.7506510416666666,-29.08984375,-58.921875,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3988,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,10,0.85634765625,-27.20458984375,-44.541015625,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3989,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,10,0.7812174479166667,-30.236339449882507,-47.41625213623047,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3990,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,10,0.9036783854166668,-44.04296875,-57.2734375,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3991,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,10,0.8202473958333333,-8.538818359375,-24.37890625,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3992,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,10,0.9569661458333332,-34.11354446411133,-60.440574645996094,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3993,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,10,0.5938313802083334,-22.73828125,-38.150390625,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3994,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,10,0.9911458333333332,-14.927236557006836,-39.35968017578125,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3995,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,10,0.662158203125,-31.37060546875,-41.82861328125,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3996,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,10,0.9916666666666668,-35.3466796875,-58.650390625,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3997,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,10,0.7293782552083333,-66.5390625,-66.0625,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3998,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,10,0.9842610677083332,-44.677734375,-60.5,naive,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
3999,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,10,0.7168131510416667,-40.072265625,-55.20703125,clairvoyant,99,5.25,7.0,7.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,5.25,7.0
4000,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,11,1.0729304949442546,-25.465219497680664,-44.4375,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4001,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,11,0.7120680014292399,-27.9033203125,-57.5,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4002,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,11,0.9816211064656576,-29.50909423828125,-55.75390625,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4003,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,11,0.8231530984242758,-41.97720718383789,-67.177734375,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4004,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,11,1.0349690914154053,-31.141563415527344,-50.17376708984375,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4005,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,11,0.8597830931345621,-27.47064208984375,-54.34490966796875,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4006,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,11,0.9892729123433432,-28.412109375,-56.953125,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4007,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,11,0.7834881941477457,-26.16796875,-45.646484375,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4008,A short story titled 'The Rock',openai-community/gpt2-xl,2,6,11,0.9093572443181818,-31.67579710483551,-44.967918395996094,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4009,A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,11,0.642578125,-44.25,-57.6328125,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4010,A short story titled 'The Rock',openai-community/gpt2-xl,4,6,11,0.9142400568181818,-8.866943359375,-25.5390625,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4011,A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,11,0.7531960227272727,-33.39483451843262,-58.62594223022461,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4012,A short story titled 'The Rock',openai-community/gpt2-xl,6,6,11,0.9710582386363636,-21.80859375,-37.341796875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4013,A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,11,0.8482776988636364,-15.295381546020508,-34.5213623046875,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4014,A short story titled 'The Rock',openai-community/gpt2-xl,8,6,11,0.9261363636363636,-32.840576171875,-36.388671875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4015,A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,11,0.8241299715909091,-30.78515625,-49.716796875,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4016,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,11,1.382994552453359,-76.8046875,-74.3671875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4017,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,11,1.2290971179803212,-47.884765625,-68.19921875,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4018,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,11,1.3077171444892883,-38.759765625,-56.3671875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4019,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,11,1.1028762459754944,-32.888526916503906,-50.849609375,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4020,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,11,1.34376855691274,-36.82421875,-53.5546875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4021,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,11,1.133393386999766,-32.79978942871094,-57.470703125,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4022,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,11,1.4316593905289967,-42.53269958496094,-67.8798828125,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4023,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,11,1.107676774263382,-41.96061563491821,-64.2464599609375,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4024,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,11,0.5531661510467529,-39.565391540527344,-52.193359375,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4025,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,11,0.5709285736083984,-36.953125,-58.59765625,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4026,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,11,0.6122996012369791,-36.470703125,-49.6171875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4027,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,11,0.6169134775797526,-43.72330379486084,-50.361297607421875,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4028,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,11,0.4783541361490885,-59.86328125,-60.55078125,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4029,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,11,0.5294539133707682,-13.86083984375,-20.40625,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4030,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,11,0.4301719665527344,-47.114990234375,-58.623565673828125,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4031,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,11,0.4627742767333984,-24.986328125,-38.798828125,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4032,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,11,0.970334122578303,-26.73760986328125,-47.8818359375,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4033,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,11,0.5641149878501892,-30.7518310546875,-43.02685546875,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4034,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,11,1.135962535937627,-45.4853515625,-58.857421875,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4035,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,11,0.6475740472475687,-68.39453125,-67.53515625,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4036,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,11,1.0200504163901012,-47.91015625,-63.462890625,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4037,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,11,0.5894351998964945,-38.357421875,-51.861328125,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4038,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,11,1.0311927497386932,-30.236068725585938,-40.376953125,naive,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4039,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,11,0.6145434280236562,-37.51123046875,-50.56494140625,clairvoyant,100,6.375,6.0,7.0,7.5,4.0,7.0,3.5,7.5,7.5,5.5,6.375,6.0
4040,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,12,0.2486049107142857,-34.11470603942871,-57.408203125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4041,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,12,0.4993024553571428,-44.69752502441406,-71.6923828125,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4042,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,12,0.7286551339285714,-42.282304763793945,-65.10205078125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4043,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,12,0.9146205357142856,-34.73712158203125,-49.24871826171875,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4044,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,12,0.9168526785714286,-37.470703125,-50.740234375,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4045,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,12,1.0792410714285714,-35.1455078125,-47.00390625,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4046,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,12,0.9854910714285714,-42.76171875,-49.61286163330078,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4047,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,12,1.1752232142857142,-59.4296875,-61.30078125,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4048,A short story titled 'The Rock',openai-community/gpt2-xl,2,6,12,0.2603236607142857,-13.89794921875,-23.578125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4049,A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,12,0.2195870535714285,-46.88671875,-57.92461395263672,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4050,A short story titled 'The Rock',openai-community/gpt2-xl,4,6,12,0.6763392857142857,-24.0703125,-36.431640625,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4051,A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,12,0.4891183035714285,-26.35302734375,-43.287353515625,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4052,A short story titled 'The Rock',openai-community/gpt2-xl,6,6,12,1.01953125,-31.8638916015625,-37.73486328125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4053,A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,12,0.8080357142857143,-40.6298828125,-47.88623046875,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4054,A short story titled 'The Rock',openai-community/gpt2-xl,8,6,12,1.1141183035714286,-76.8046875,-74.3671875,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4055,A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,12,0.8741629464285714,-47.884765625,-68.19921875,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4056,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,12,0.2885044642857143,-38.759765625,-56.3671875,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4057,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,12,0.4601004464285714,-33.60423278808594,-50.849609375,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4058,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,12,0.66796875,-35.78515625,-53.5546875,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4059,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,12,0.6707589285714286,-34.158233642578125,-57.470703125,clairvoyant,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
4060,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,12,0.8772321428571429,-42.696388244628906,-67.8798828125,naive,101,7.5,8.5,7.0,9.0,7.0,7.0,8.0,9.0,10.0,7.0,7.5,8.5
