,Unnamed: 0,topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type,absolute_sentence_idx,postview_importance,online_importance,Importance_Rater1_PostView,Importance_Rater2_PostView,Importance_Rater3_PostView,Importance_Rater4_PostView,Importance_Rater1_Online,Importance_Rater2_Online,Importance_Rater3_Online,Importance_Rater4_Online,avg_postview_importance,avg_online_importance,effect_event,cause_rating_count,cause_event,effect_rating_count
844,844,A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,max,5,10,1.2383544921875,-55.30859375,-70.8583984375,naive,84,7.25,9.0,8.0,5.0,6.0,10.0,10.0,8.0,9.0,9.0,7.25,9.0,"[85, 86]","[7, 1]",[83],[6]
845,845,A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,max,5,10,0.793505859375,-28.6591796875,-26.12451171875,clairvoyant,84,7.25,9.0,8.0,5.0,6.0,10.0,10.0,8.0,9.0,9.0,7.25,9.0,"[85, 86]","[7, 1]",[83],[6]
846,846,A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,max,5,10,0.251904296875,-44.376953125,-58.30859375,naive,84,7.25,9.0,8.0,5.0,6.0,10.0,10.0,8.0,9.0,9.0,7.25,9.0,"[85, 86]","[7, 1]",[83],[6]
847,847,A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,max,5,10,-0.046142578125,-52.765625,-62.17236328125,clairvoyant,84,7.25,9.0,8.0,5.0,6.0,10.0,10.0,8.0,9.0,9.0,7.25,9.0,"[85, 86]","[7, 1]",[83],[6]
848,848,A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,max,5,10,0.4995849609375,-52.744415283203125,-57.3935546875,naive,84,7.25,9.0,8.0,5.0,6.0,10.0,10.0,8.0,9.0,9.0,7.25,9.0,"[85, 86]","[7, 1]",[83],[6]
849,849,A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,max,5,10,0.286474609375,-24.9586181640625,-32.89306640625,clairvoyant,84,7.25,9.0,8.0,5.0,6.0,10.0,10.0,8.0,9.0,9.0,7.25,9.0,"[85, 86]","[7, 1]",[83],[6]
850,850,A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,max,5,11,1.6185717582702637,-39.47265625,-41.36328125,naive,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
851,851,A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,max,5,11,0.8481264394872329,-26.2877197265625,-24.506103515625,clairvoyant,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
852,852,A short story titled 'Keith Reynolds',openai-community/gpt2-xl,max,5,11,1.5058074277990006,-40.05731201171875,-50.742431640625,naive,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
853,853,A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,max,5,11,1.05927635641659,-22.28125,-47.6875,clairvoyant,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
854,854,A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,max,5,11,1.8027748781092023,-29.077392578125,-45.46142578125,naive,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
855,855,A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,max,5,11,1.0471356335808248,-31.50927734375,-31.0478515625,clairvoyant,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
856,856,A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,max,5,11,1.5475948558134192,-33.198923110961914,-42.469329833984375,naive,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
857,857,A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,max,5,11,0.545318042530733,-50.761566162109375,-72.319580078125,clairvoyant,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
858,858,A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,max,5,11,2.0522348670398487,-38.55682373046875,-67.31814575195312,naive,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
859,859,A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,max,5,11,0.853374670533573,-54.75732421875,-67.00341796875,clairvoyant,85,5.25,8.25,4.0,5.0,5.0,7.0,9.0,8.0,10.0,6.0,5.25,8.25,[86],[2],"[83, 84]","[1, 7]"
860,860,A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,max,5,12,1.788498727898849,-30.158203125,-29.2412109375,naive,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
861,861,A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,max,5,12,1.5541173031455593,-44.3017578125,-49.4609375,clairvoyant,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
862,862,A short story titled 'Keith Reynolds',openai-community/gpt2-xl,max,5,12,1.1658614309210529,-50.74609375,-70.41015625,naive,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
863,863,A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,max,5,12,1.1778114720394737,-54.73931884765625,-64.77572631835938,clairvoyant,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
864,864,A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,max,5,12,1.3480513723273029,-24.107696533203125,-33.222900390625,naive,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
865,865,A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,max,5,12,0.981371427837171,-40.0908203125,-42.47265625,clairvoyant,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
866,866,A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,max,5,12,1.621018259148849,-22.733306884765625,-35.85284423828125,naive,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
867,867,A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,max,5,12,1.1346323113692434,-35.16505432128906,-52.161376953125,clairvoyant,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
868,868,A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,max,5,12,1.5431534616570723,-18.271484375,-54.3046875,naive,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
869,869,A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,max,5,12,1.3706022563733553,-27.71435546875,-40.849609375,clairvoyant,86,4.5,6.5,3.0,4.0,5.0,6.0,5.5,7.0,8.0,5.5,4.5,6.5,"[87, 88, 87]","[1, 2, 11]","[84, 85]","[1, 2]"
870,870,A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,max,5,13,1.1174968920255963,-31.664306640625,-36.66015625,naive,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
871,871,A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,max,5,13,0.7891863772743627,-32.31836712360382,-67.20635986328125,clairvoyant,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
872,872,A short story titled 'Keith Reynolds',openai-community/gpt2-xl,max,5,13,1.305336400082237,-49.193695068359375,-78.51361083984375,naive,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
873,873,A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,max,5,13,1.3312104877672697,-50.65723705291748,-77.04285526275635,clairvoyant,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
874,874,A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,max,5,13,1.1060811845879803,-58.82470703125,-65.15380859375,naive,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
875,875,A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,max,5,13,0.8224464717664217,-24.857421875,-24.1083984375,clairvoyant,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
876,876,A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,max,5,13,1.7661642777292352,-49.3046875,-63.1513671875,naive,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
877,877,A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,max,5,13,1.5137537906044407,-46.576171875,-63.892578125,clairvoyant,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
878,878,A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,max,5,13,1.388716747886256,-54.039459228515625,-61.859283447265625,naive,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
879,879,A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,max,5,13,1.345852544433192,-24.5911865234375,-35.01507568359375,clairvoyant,87,7.5,8.25,6.0,6.0,8.0,10.0,10.0,8.0,10.0,5.0,7.5,8.25,[88],[3],"[83, 86, 86]","[1, 1, 11]"
880,880,A short story titled 'Keith Reynolds',SakanaAI/TinySwallow-1.5B-Instruct,max,5,14,0.3518744574652778,-38.998046875,-45.828125,naive,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
881,881,A short story about a man hoping for a promotion who ends up killing a coworker,SakanaAI/TinySwallow-1.5B-Instruct,max,5,14,0.5275607638888888,-22.748626708984375,-26.625,clairvoyant,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
882,882,A short story titled 'Keith Reynolds',openai-community/gpt2-xl,max,5,14,0.5439453125,-39.34626770019531,-52.04449462890625,naive,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
883,883,A short story about a man hoping for a promotion who ends up killing a coworker,openai-community/gpt2-xl,max,5,14,0.5743543836805556,-19.07421875,-51.361328125,clairvoyant,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
884,884,A short story titled 'Keith Reynolds',allenai/OLMo-2-1124-13B,max,5,14,0.5263943142361112,-26.589111328125,-44.85888671875,naive,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
885,885,A short story about a man hoping for a promotion who ends up killing a coworker,allenai/OLMo-2-1124-13B,max,5,14,0.3926730685763889,-30.255615234375,-33.120361328125,clairvoyant,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
886,886,A short story titled 'Keith Reynolds',meta-llama/Llama-3.1-8B-Instruct,max,5,14,0.8638780381944444,-29.8503497838974,-44.35771918296814,naive,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
887,887,A short story about a man hoping for a promotion who ends up killing a coworker,meta-llama/Llama-3.1-8B-Instruct,max,5,14,0.6803385416666666,-49.63360595703125,-75.675048828125,clairvoyant,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
888,888,A short story titled 'Keith Reynolds',Qwen/Qwen2.5-7B-Instruct,max,5,14,0.3516167534722222,-47.97994530200958,-73.55114364624023,naive,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
889,889,A short story about a man hoping for a promotion who ends up killing a coworker,Qwen/Qwen2.5-7B-Instruct,max,5,14,0.3225640190972222,-59.3193359375,-65.12548828125,clairvoyant,88,6.75,8.25,6.0,6.0,6.0,9.0,10.0,7.0,9.0,7.0,6.75,8.25,,,"[80, 86, 87]","[1, 2, 3]"
890,890,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,max,6,0,-0.0579427083333333,-75.0546875,-74.359375,naive,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
891,891,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,max,6,0,-0.00830078125,-51.97265625,-67.759765625,clairvoyant,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
892,892,A short story titled 'The Rock',openai-community/gpt2-xl,max,6,0,-0.0940755208333333,-43.419921875,-55.697265625,naive,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
893,893,A short story about a mountain becoming space debris,openai-community/gpt2-xl,max,6,0,-0.0042317708333333,-35.08161926269531,-46.5703125,clairvoyant,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
894,894,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,max,6,0,-0.1214192708333333,-38.15625,-52.623046875,naive,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
895,895,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,max,6,0,-0.0397135416666666,-40.52978515625,-58.34765625,clairvoyant,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
896,896,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,max,6,0,-0.203125,-50.20872497558594,-70.494140625,naive,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
897,897,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,max,6,0,-0.0716145833333333,-37.45751190185547,-61.5250244140625,clairvoyant,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
898,898,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,max,6,0,-0.0003255208333333,-36.56123352050781,-57.263702392578125,naive,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
899,899,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,max,6,0,-0.0341796875,-34.033203125,-61.15234375,clairvoyant,89,4.75,4.125,7.0,6.0,4.0,2.0,3.0,6.0,5.5,2.0,4.75,4.125,"[102, 90]","[1, 2]",[107],[1]
900,900,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,max,6,1,1.2143930288461535,-38.43212890625,-50.69140625,naive,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
901,901,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,max,6,1,0.9453125,-33.66630554199219,-47.73675346374512,clairvoyant,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
902,902,A short story titled 'The Rock',openai-community/gpt2-xl,max,6,1,1.1413762019230769,-49.609375,-62.609375,naive,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
903,903,A short story about a mountain becoming space debris,openai-community/gpt2-xl,max,6,1,1.1613581730769231,-10.9697265625,-22.3857421875,clairvoyant,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
904,904,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,max,6,1,1.8293269230769231,-37.98637509346008,-56.136505126953125,naive,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
905,905,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,max,6,1,1.2170973557692308,-26.3759765625,-47.40234375,clairvoyant,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
906,906,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,max,6,1,1.5626502403846154,-22.627769470214844,-49.12701416015625,naive,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
907,907,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,max,6,1,1.1963641826923077,-29.760009765625,-41.6650390625,clairvoyant,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
908,908,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,max,6,1,1.7497746394230769,-32.56982421875,-64.55908203125,naive,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
909,909,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,max,6,1,1.3641826923076923,-70.1171875,-70.017578125,clairvoyant,90,7.25,6.5,7.0,10.0,5.0,7.0,7.0,9.0,7.0,3.0,7.25,6.5,"[94, 95]","[4, 1]",[89],[2]
910,910,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,max,6,2,1.227734375,-50.259765625,-62.548828125,naive,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
911,911,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,max,6,2,0.8966796875,-42.474609375,-51.44140625,clairvoyant,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
912,912,A short story titled 'The Rock',openai-community/gpt2-xl,max,6,2,1.2203125,-34.34344482421875,-38.96484375,naive,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
913,913,A short story about a mountain becoming space debris,openai-community/gpt2-xl,max,6,2,1.1810546875,-39.9296875,-49.87109375,clairvoyant,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
914,914,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,max,6,2,1.9947265625,-45.4375,-60.70703125,naive,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
915,915,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,max,6,2,1.5134765625,-54.360687255859375,-71.166015625,clairvoyant,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
916,916,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,max,6,2,1.7607421875,-40.029293060302734,-57.941925048828125,naive,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
917,917,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,max,6,2,1.350390625,-36.886749267578125,-55.40721130371094,clairvoyant,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
918,918,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,max,6,2,2.5265625,-34.66015625,-55.685546875,naive,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
919,919,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,max,6,2,1.8755859375,-38.40673828125,-47.455078125,clairvoyant,91,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
920,920,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,max,6,3,1.0444266579367898,-33.75178527832031,-45.26585102081299,naive,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
921,921,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,max,6,3,0.4201271750710227,-52.837890625,-68.572265625,clairvoyant,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
922,922,A short story titled 'The Rock',openai-community/gpt2-xl,max,6,3,1.3174673227163465,-11.43505859375,-30.42578125,naive,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
923,923,A short story about a mountain becoming space debris,openai-community/gpt2-xl,max,6,3,1.0211885892427883,-38.77641487121582,-55.36571311950683,clairvoyant,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
924,924,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,max,6,3,2.4133259166370737,-26.83740234375,-42.5986328125,naive,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
925,925,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,max,6,3,1.7247527729381211,-21.7032470703125,-42.48162841796875,clairvoyant,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
926,926,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,max,6,3,1.5677615079012783,-28.321044921875,-39.8720703125,naive,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
927,927,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,max,6,3,0.8703363591974432,-32.548583984375,-57.404296875,clairvoyant,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
928,928,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,max,6,3,1.8939944180575283,-73.37109375,-72.2421875,naive,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
929,929,A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,max,6,3,1.1191266666759143,-52.099609375,-66.9375,clairvoyant,92,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
930,930,A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,max,6,4,0.964453125,-47.15234375,-59.35546875,naive,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
931,931,A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,max,6,4,0.6627604166666666,-51.8612060546875,-68.98828125,clairvoyant,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
932,932,A short story titled 'The Rock',openai-community/gpt2-xl,max,6,4,1.0059988839285714,-36.791015625,-50.875,naive,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
933,933,A short story about a mountain becoming space debris,openai-community/gpt2-xl,max,6,4,0.9202008928571428,-50.640625,-64.9296875,clairvoyant,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
934,934,A short story titled 'The Rock',allenai/OLMo-2-1124-13B,max,6,4,2.2812174479166667,-47.6357421875,-71.41015625,naive,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
935,935,A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,max,6,4,1.9731119791666667,-41.42009258270264,-65.5322265625,clairvoyant,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
936,936,A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,max,6,4,1.1846354166666666,-37.122283935546875,-55.3035888671875,naive,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
937,937,A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,max,6,4,0.94462890625,-30.818359375,-60.65234375,clairvoyant,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
938,938,A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,max,6,4,1.142578125,-39.0185546875,-50.365234375,naive,93,6.75,6.75,7.0,7.0,5.0,8.0,6.0,9.0,9.0,3.0,6.75,6.75,,,,
